Base,State,CONUS/OCONUS,MAJCOM,NAF,Wing,Group,Unit
"CHONGJU AB ANNEX ANX, S",RE,OCONUS,PACAF,7 AF,7 AF,607 AIR SUPT OPNS GROUP,607 MATERIEL MAINT SQUADRON (OL C)
"PUSAN MILITARY TE PRT, S",RE,OCONUS,PACAF,7 AF,7 AF,607 AIR SUPT OPNS GROUP,607 MATERIEL MAINT SQUADRON (OL E)
"CAMP HUMPHREYS AIN, S",RE,OCONUS,PACAF,7 AF,7 AF,607 AIR SUPT OPNS GROUP,607 WEATHER SQUADRON
"CAMP HUMPHREYS AIN, S",RE,OCONUS,PACAF,7 AF,7 AF,607 AIR SUPT OPNS GROUP,607 WEATHER SQUADRON (DET 2)
"SEOUL AB Air Base Station, S",RE,OCONUS,PACAF,7 AF,7 AF,607 AIR SUPT OPNS GROUP,607 WEATHER SQUADRON (OL 2A)
Osan Air Force Base,South Korea,OCONUS,PACAF,7 AF,7 AF,HQ,621 AIR CONTROL SQUADRON
Kunsan Air Base Station,South Korea,OCONUS,PACAF,7 AF,8 FIGHTER WING,8 MAINTENANCE GROUP,8 AIRCRAFT MAINT SQUADRON
Kunsan Air Base Station,South Korea,OCONUS,PACAF,7 AF,8 FIGHTER WING,8 MISSION SUPPORT GROUP,8 CES
Kunsan Air Base Station,South Korea,OCONUS,PACAF,7 AF,8 FIGHTER WING,8 MISSION SUPPORT GROUP,8 COMMUNICATIONS SQUADRON
Kunsan Air Base Station,South Korea,OCONUS,PACAF,7 AF,8 FIGHTER WING,HQ,8 COMPTROLLER SQUADRON
Kunsan Air Base Station,South Korea,OCONUS,PACAF,7 AF,8 FIGHTER WING,8 MISSION SUPPORT GROUP,8 FORCE SUPPORT SQUADRON
Kunsan Air Base Station,South Korea,OCONUS,PACAF,7 AF,8 FIGHTER WING,8 MISSION SUPPORT GROUP,8 LOGISTICS READINES SQUADRON
Kunsan Air Base Station,South Korea,OCONUS,PACAF,7 AF,8 FIGHTER WING,8 MAINTENANCE GROUP,8 MAINTENANCE SQUADRON
Kunsan Air Base Station,South Korea,OCONUS,PACAF,7 AF,8 FIGHTER WING,8 MEDICAL GROUP,8 MEDICAL OPERATIONS SQUADRON
Kunsan Air Base Station,South Korea,OCONUS,PACAF,7 AF,8 FIGHTER WING,8 MEDICAL GROUP,8 MEDICAL SUPPORT SQUADRON
Kunsan Air Base Station,South Korea,OCONUS,PACAF,7 AF,8 FIGHTER WING,8 OPERATIONS GROUP,8 OPERATIONS SUPPORT SQUADRON
Kunsan Air Base Station,South Korea,OCONUS,PACAF,7 AF,8 FIGHTER WING,8 MISSION SUPPORT GROUP,8 SFS
Kunsan Air Base Station,South Korea,OCONUS,PACAF,7 AF,8 FIGHTER WING,8 OPERATIONS GROUP,80 FIGHTER SQUADRON
Osan Air Force Base,South Korea,OCONUS,PACAF,7 AF,51 FIGHTER WING,51 MAINTENANCE GROUP,HQ
Osan Air Force Base,South Korea,OCONUS,PACAF,7 AF,51 FIGHTER WING,51 MEDICAL GROUP,HQ
Osan Air Force Base,South Korea,OCONUS,PACAF,7 AF,51 FIGHTER WING,51 MISSION SUPPORT GROUP,HQ
Osan Air Force Base,South Korea,OCONUS,PACAF,7 AF,51 FIGHTER WING,51 OPERATIONS GROUP,HQ
Osan Air Force Base,South Korea,OCONUS,PACAF,7 AF,51 FIGHTER WING,HQ,HQ
"GWANGJU International Airport, S",South Korea,OCONUS,PACAF,7 AF,5771 WING,5771 MAINTENANCE GROUP,HQ
"GWANGJU International Airport, S",South Korea,OCONUS,PACAF,7 AF,5771 WING,5771 MEDICAL GROUP,HQ
"GWANGJU International Airport, S",South Korea,OCONUS,PACAF,7 AF,5771 WING,5771 MISSION SUPPORT GROUP,HQ
"GWANGJU International Airport, S",South Korea,OCONUS,PACAF,7 AF,5771 WING,5771 OPERATIONS GROUP,HQ
"GWANGJU International Airport, S",South Korea,OCONUS,PACAF,7 AF,5771 WING,HQ,HQ
Kunsan Air Base Station,South Korea,OCONUS,PACAF,7 AF,8 FIGHTER WING,8 MAINTENANCE GROUP,HQ
Kunsan Air Base Station,South Korea,OCONUS,PACAF,7 AF,8 FIGHTER WING,8 MEDICAL GROUP,HQ
Kunsan Air Base Station,South Korea,OCONUS,PACAF,7 AF,8 FIGHTER WING,8 MISSION SUPPORT GROUP,HQ
Kunsan Air Base Station,South Korea,OCONUS,PACAF,7 AF,8 FIGHTER WING,8 OPERATIONS GROUP,HQ
Kunsan Air Base Station,South Korea,OCONUS,PACAF,7 AF,8 FIGHTER WING,HQ,HQ
Osan Air Force Base,South Korea,OCONUS,PACAF,7 AF,7 AF,607 AIR SUPT OPNS GROUP,HQ
Osan Air Force Base,South Korea,OCONUS,PACAF,7 AF,7 AF,HQ,HQ
Offutt Air Force Base,NE,CONUS,AGSC,8 AF,8 AF,595 COMMAND-CONTROL GROUP,1 ABN CMD CONTROL SQUADRON
Offutt Air Force Base,NE,CONUS,AGSC,8 AF,8 AF,595 COMMAND-CONTROL GROUP,1 ABN CMD CONTROL SQUADRON (OL ZZ)
Barksdale Air Force Base,LA,CONUS,AGSC,8 AF,2 BOMB WING,2 OPERATIONS GROUP,11 BOMB SQUADRON
Barksdale Air Force Base,LA,CONUS,AGSC,8 AF,2 BOMB WING,2 OPERATIONS GROUP,11 BOMB SQUADRON (OL AFST)
Barksdale Air Force Base,LA,CONUS,AGSC,8 AF,2 BOMB WING,2 OPERATIONS GROUP,11 BOMB SQUADRON (OL MLST)
Whiteman Air Force Base,MO,CONUS,AGSC,8 AF,509 BOMB WING,509 OPERATIONS GROUP,13 BOMB SQUADRON
Barksdale Air Force Base,LA,CONUS,AGSC,8 AF,2 BOMB WING,2 MAINTENANCE GROUP,2 AIRCRAFT MAINT SQUADRON
Barksdale Air Force Base,LA,CONUS,AGSC,8 AF,2 BOMB WING,2 MISSION SUPPORT GROUP,2 CES
Barksdale Air Force Base,LA,CONUS,AGSC,8 AF,2 BOMB WING,2 MISSION SUPPORT GROUP,2 COMMUNICATIONS SQUADRON
Barksdale Air Force Base,LA,CONUS,AGSC,8 AF,2 BOMB WING,HQ,2 COMPTROLLER SQUADRON
Barksdale Air Force Base,LA,CONUS,AGSC,8 AF,2 BOMB WING,2 MISSION SUPPORT GROUP,2 CONTRACTING SQUADRON
Barksdale Air Force Base,LA,CONUS,AGSC,8 AF,2 BOMB WING,2 MEDICAL GROUP,2 DENTAL SQUADRON
Barksdale Air Force Base,LA,CONUS,AGSC,8 AF,2 BOMB WING,2 MISSION SUPPORT GROUP,2 FORCE SUPPORT SQUADRON
Barksdale Air Force Base,LA,CONUS,AGSC,8 AF,2 BOMB WING,2 MEDICAL GROUP,2 HEALTHCARE OPS SQUADRON
Barksdale Air Force Base,LA,CONUS,AGSC,8 AF,2 BOMB WING,2 MISSION SUPPORT GROUP,2 LOGISTICS READINES SQUADRON
Barksdale Air Force Base,LA,CONUS,AGSC,8 AF,2 BOMB WING,2 MAINTENANCE GROUP,2 MAINTENANCE SQUADRON
Barksdale Air Force Base,LA,CONUS,AGSC,8 AF,2 BOMB WING,2 MEDICAL GROUP,2 MEDICAL GROUP (OL AFST)
Barksdale Air Force Base,LA,CONUS,AGSC,8 AF,2 BOMB WING,2 MEDICAL GROUP,2 MEDICAL SUPPORT SQUADRON
Barksdale Air Force Base,LA,CONUS,AGSC,8 AF,2 BOMB WING,2 MAINTENANCE GROUP,2 MUNITIONS SQUADRON
Barksdale Air Force Base,LA,CONUS,AGSC,8 AF,2 BOMB WING,2 MEDICAL GROUP,2 OP MED READINESS SQUADRON
Barksdale Air Force Base,LA,CONUS,AGSC,8 AF,2 BOMB WING,2 OPERATIONS GROUP,2 OPERATIONS SUPPORT SQUADRON
Barksdale Air Force Base,LA,CONUS,AGSC,8 AF,2 BOMB WING,2 MISSION SUPPORT GROUP,2 SFS
Barksdale Air Force Base,LA,CONUS,AGSC,8 AF,2 BOMB WING,2 OPERATIONS GROUP,20 BOMB SQUADRON
Minot Air Force Base,ND,CONUS,AGSC,8 AF,5 BOMB WING,5 OPERATIONS GROUP,23 BOMB SQUADRON
Ellsworth Air Force Base,SD,CONUS,AGSC,8 AF,28 BOMB WING,28 MAINTENANCE GROUP,28 AIRCRAFT MAINT SQUADRON
Dyess Air Force Base,TX,CONUS,AGSC,8 AF,7 BOMB WING,7 OPERATIONS GROUP,28 BOMB SQUADRON
Ellsworth Air Force Base,SD,CONUS,AGSC,8 AF,28 BOMB WING,28 MISSION SUPPORT GROUP,28 CES
Ellsworth Air Force Base,SD,CONUS,AGSC,8 AF,28 BOMB WING,28 MISSION SUPPORT GROUP,28 COMMUNICATIONS SQUADRON
Ellsworth Air Force Base,SD,CONUS,AGSC,8 AF,28 BOMB WING,HQ,28 COMPTROLLER SQUADRON
Ellsworth Air Force Base,SD,CONUS,AGSC,8 AF,28 BOMB WING,28 MISSION SUPPORT GROUP,28 CONTRACTING SQUADRON
Ellsworth Air Force Base,SD,CONUS,AGSC,8 AF,28 BOMB WING,28 MISSION SUPPORT GROUP,28 FORCE SUPPORT SQUADRON
Ellsworth Air Force Base,SD,CONUS,AGSC,8 AF,28 BOMB WING,28 MISSION SUPPORT GROUP,28 FORCE SUPPORT SQUADRON
Ellsworth Air Force Base,SD,CONUS,AGSC,8 AF,28 BOMB WING,28 MEDICAL GROUP,28 HEALTHCARE OPS SQUADRON
Ellsworth Air Force Base,SD,CONUS,AGSC,8 AF,28 BOMB WING,28 MISSION SUPPORT GROUP,28 LOGISTICS READINES SQUADRON
Ellsworth Air Force Base,SD,CONUS,AGSC,8 AF,28 BOMB WING,28 MAINTENANCE GROUP,28 MAINTENANCE SQUADRON
Ellsworth Air Force Base,SD,CONUS,AGSC,8 AF,28 BOMB WING,28 MEDICAL GROUP,28 MEDICAL SUPPORT SQUADRON
Ellsworth Air Force Base,SD,CONUS,AGSC,8 AF,28 BOMB WING,28 MAINTENANCE GROUP,28 MUNITIONS SQUADRON
Ellsworth Air Force Base,SD,CONUS,AGSC,8 AF,28 BOMB WING,28 MEDICAL GROUP,28 OP MED READINESS SQUADRON
Ellsworth Air Force Base,SD,CONUS,AGSC,8 AF,28 BOMB WING,28 OPERATIONS GROUP,28 OPERATIONS SUPPORT SQUADRON
COLONY MSL,WY,CONUS,AGSC,8 AF,28 BOMB WING,28 OPERATIONS GROUP,28 OPERATIONS SUPPORT SQUADRON (OL A)
Ellsworth Air Force Base,SD,CONUS,AGSC,8 AF,28 BOMB WING,28 MISSION SUPPORT GROUP,28 SFS
Ellsworth Air Force Base,SD,CONUS,AGSC,8 AF,28 BOMB WING,28 OPERATIONS GROUP,34 BOMB SQUADRON
Ellsworth Air Force Base,SD,CONUS,AGSC,8 AF,28 BOMB WING,28 OPERATIONS GROUP,37 BOMB SQUADRON
Whiteman Air Force Base,MO,CONUS,AGSC,8 AF,509 BOMB WING,509 OPERATIONS GROUP,393 BOMB SQUADRON
Whiteman Air Force Base,MO,CONUS,AGSC,8 AF,509 BOMB WING,509 OPERATIONS GROUP,394 COMBAT TS
Whiteman Air Force Base,MO,CONUS,AGSC,8 AF,509 BOMB WING,509 OPERATIONS GROUP,394 COMBAT TS (OL MLST)
Minot Air Force Base,ND,CONUS,AGSC,8 AF,5 BOMB WING,5 MAINTENANCE GROUP,5 AIRCRAFT MAINT SQUADRON
Minot Air Force Base,ND,CONUS,AGSC,8 AF,5 BOMB WING,HQ,5 BOMB WING (OL A)
Minot Air Force Base,ND,CONUS,AGSC,8 AF,5 BOMB WING,5 MISSION SUPPORT GROUP,5 CES
Minot Air Force Base,ND,CONUS,AGSC,8 AF,5 BOMB WING,5 MISSION SUPPORT GROUP,5 COMMUNICATIONS SQUADRON
Minot Air Force Base,ND,CONUS,AGSC,8 AF,5 BOMB WING,HQ,5 COMPTROLLER SQUADRON
Minot Air Force Base,ND,CONUS,AGSC,8 AF,5 BOMB WING,5 MISSION SUPPORT GROUP,5 CONTRACTING SQUADRON
Minot Air Force Base,ND,CONUS,AGSC,8 AF,5 BOMB WING,5 MISSION SUPPORT GROUP,5 FORCE SUPPORT SQUADRON
Minot Air Force Base,ND,CONUS,AGSC,8 AF,5 BOMB WING,5 MISSION SUPPORT GROUP,5 FORCE SUPPORT SQUADRON (OL A)
Minot Air Force Base,ND,CONUS,AGSC,8 AF,5 BOMB WING,5 MEDICAL GROUP,5 HEALTHCARE OPS SQUADRON
Minot Air Force Base,ND,CONUS,AGSC,8 AF,5 BOMB WING,5 MISSION SUPPORT GROUP,5 LOGISTICS READINES SQUADRON
Minot Air Force Base,ND,CONUS,AGSC,8 AF,5 BOMB WING,5 MAINTENANCE GROUP,5 MAINTENANCE SQUADRON
Minot Air Force Base,ND,CONUS,AGSC,8 AF,5 BOMB WING,5 MEDICAL GROUP,5 MEDICAL SUPPORT SQUADRON
Minot Air Force Base,ND,CONUS,AGSC,8 AF,5 BOMB WING,5 MAINTENANCE GROUP,5 MUNITIONS SQUADRON
Minot Air Force Base,ND,CONUS,AGSC,8 AF,5 BOMB WING,5 MEDICAL GROUP,5 OP MED READINESS SQUADRON
Minot Air Force Base,ND,CONUS,AGSC,8 AF,5 BOMB WING,5 OPERATIONS GROUP,5 OPERATIONS SUPPORT SQUADRON
Minot Air Force Base,ND,CONUS,AGSC,8 AF,5 BOMB WING,5 MISSION SUPPORT GROUP,5 SFS
Whiteman Air Force Base,MO,CONUS,AGSC,8 AF,509 BOMB WING,509 MAINTENANCE GROUP,509 AIRCRAFT MAINT SQUADRON
Whiteman Air Force Base,MO,CONUS,AGSC,8 AF,509 BOMB WING,509 MISSION SUPPORT GROUP,509 CES
Whiteman Air Force Base,MO,CONUS,AGSC,8 AF,509 BOMB WING,509 MISSION SUPPORT GROUP,509 COMMUNICATIONS SQUADRON
Whiteman Air Force Base,MO,CONUS,AGSC,8 AF,509 BOMB WING,HQ,509 COMPTROLLER SQUADRON
Whiteman Air Force Base,MO,CONUS,AGSC,8 AF,509 BOMB WING,509 MISSION SUPPORT GROUP,509 CONTRACTING SQUADRON
Whiteman Air Force Base,MO,CONUS,AGSC,8 AF,509 BOMB WING,509 MISSION SUPPORT GROUP,509 FORCE SUPPORT SQUADRON
Whiteman Air Force Base,MO,CONUS,AGSC,8 AF,509 BOMB WING,509 MEDICAL GROUP,509 HEALTHCARE OPS SQUADRON
Whiteman Air Force Base,MO,CONUS,AGSC,8 AF,509 BOMB WING,509 MISSION SUPPORT GROUP,509 LOGISTICS READINES SQUADRON
Whiteman Air Force Base,MO,CONUS,AGSC,8 AF,509 BOMB WING,509 MAINTENANCE GROUP,509 MAINTENANCE GROUP (DET 1)
Whiteman Air Force Base,MO,CONUS,AGSC,8 AF,509 BOMB WING,509 MAINTENANCE GROUP,509 MAINTENANCE SQUADRON
Whiteman Air Force Base,MO,CONUS,AGSC,8 AF,509 BOMB WING,509 MEDICAL GROUP,509 MEDICAL SUPPORT SQUADRON
Whiteman Air Force Base,MO,CONUS,AGSC,8 AF,509 BOMB WING,509 MAINTENANCE GROUP,509 MUNITIONS SQUADRON
Whiteman Air Force Base,MO,CONUS,AGSC,8 AF,509 BOMB WING,509 MEDICAL GROUP,509 OP MED READINESS SQUADRON
Whiteman Air Force Base,MO,CONUS,AGSC,8 AF,509 BOMB WING,509 OPERATIONS GROUP,509 OPERATIONS SUPPORT SQUADRON
Whiteman Air Force Base,MO,CONUS,AGSC,8 AF,509 BOMB WING,509 MISSION SUPPORT GROUP,509 SFS
Offutt Air Force Base,NE,CONUS,AGSC,8 AF,8 AF,595 COMMAND-CONTROL GROUP,595 AIRCRAFT MAINT SQUADRON
Wright-Patterson Air Force Base,OH,CONUS,AGSC,8 AF,8 AF,595 COMMAND-CONTROL GROUP,595 AIRCRAFT MAINT SQUADRON (OL A)
Offutt Air Force Base,NE,CONUS,AGSC,8 AF,8 AF,595 COMMAND-CONTROL GROUP,595 STRATEGIC COMM SQUADRON
Barksdale Air Force Base,LA,CONUS,AGSC,8 AF,8 AF,HQ,608 STRATEGIC OPS SQUADRON
Offutt Air Force Base,NE,CONUS,AGSC,8 AF,8 AF,595 COMMAND-CONTROL GROUP,625 STRATEGIC OPS SQUADRON
Minot Air Force Base,ND,CONUS,AGSC,8 AF,5 BOMB WING,5 OPERATIONS GROUP,69 BOMB SQUADRON
Dyess Air Force Base,TX,CONUS,AGSC,8 AF,7 BOMB WING,7 MAINTENANCE GROUP,7 AIRCRAFT MAINT SQUADRON
Dyess Air Force Base,TX,CONUS,AGSC,8 AF,7 BOMB WING,7 MISSION SUPPORT GROUP,7 CES
Dyess Air Force Base,TX,CONUS,AGSC,8 AF,7 BOMB WING,7 MISSION SUPPORT GROUP,7 COMMUNICATIONS SQUADRON
Dyess Air Force Base,TX,CONUS,AGSC,8 AF,7 BOMB WING,7 MAINTENANCE GROUP,7 COMPONENT MAINT SQUADRON
Dyess Air Force Base,TX,CONUS,AGSC,8 AF,7 BOMB WING,HQ,7 COMPTROLLER SQUADRON
Dyess Air Force Base,TX,CONUS,AGSC,8 AF,7 BOMB WING,7 MISSION SUPPORT GROUP,7 CONTRACTING SQUADRON
Dyess Air Force Base,TX,CONUS,AGSC,8 AF,7 BOMB WING,7 MAINTENANCE GROUP,7 EQUIPMENT MAINT SQUADRON
Dyess Air Force Base,TX,CONUS,AGSC,8 AF,7 BOMB WING,7 MISSION SUPPORT GROUP,7 FORCE SUPPORT SQUADRON
FORT WORTH NAS JR Air Base Station,TX,CONUS,AGSC,8 AF,7 BOMB WING,7 MISSION SUPPORT GROUP,7 FORCE SUPPORT SQUADRON (OL A)
Dyess Air Force Base,TX,CONUS,AGSC,8 AF,7 BOMB WING,7 MEDICAL GROUP,7 HEALTHCARE OPS SQUADRON
Dyess Air Force Base,TX,CONUS,AGSC,8 AF,7 BOMB WING,7 MISSION SUPPORT GROUP,7 LOGISTICS READINES SQUADRON
Dyess Air Force Base,TX,CONUS,AGSC,8 AF,7 BOMB WING,7 MEDICAL GROUP,7 MEDICAL SUPPORT SQUADRON
Dyess Air Force Base,TX,CONUS,AGSC,8 AF,7 BOMB WING,7 MAINTENANCE GROUP,7 MUNITIONS SQUADRON
Dyess Air Force Base,TX,CONUS,AGSC,8 AF,7 BOMB WING,7 MEDICAL GROUP,7 OP MED READINESS SQUADRON
Dyess Air Force Base,TX,CONUS,AGSC,8 AF,7 BOMB WING,7 OPERATIONS GROUP,7 OPERATIONS SUPPORT SQUADRON
SNYDER City,TX,CONUS,AGSC,8 AF,7 BOMB WING,7 OPERATIONS GROUP,7 OPERATIONS SUPPORT SQUADRON (OL A)
Dyess Air Force Base,TX,CONUS,AGSC,8 AF,7 BOMB WING,7 MISSION SUPPORT GROUP,7 SFS
Minot Air Force Base,ND,CONUS,AGSC,8 AF,5 BOMB WING,5 MAINTENANCE GROUP,705 MUNITIONS SQUADRON
Whiteman Air Force Base,MO,CONUS,AGSC,8 AF,509 BOMB WING,509 MAINTENANCE GROUP,709 MUNITIONS SQUADRON
Andersen Air Force Base,Guam,OCONUS,AGSC,8 AF,8 AF,HQ,8 AIR FORCE (DET 4)
Dyess Air Force Base,TX,CONUS,AGSC,8 AF,7 BOMB WING,7 OPERATIONS GROUP,9 BOMB SQUADRON
Barksdale Air Force Base,LA,CONUS,AGSC,8 AF,2 BOMB WING,2 OPERATIONS GROUP,96 BOMB SQUADRON
Barksdale Air Force Base,LA,CONUS,AGSC,8 AF,2 BOMB WING,2 MAINTENANCE GROUP,HQ
Barksdale Air Force Base,LA,CONUS,AGSC,8 AF,2 BOMB WING,2 MEDICAL GROUP,HQ
Barksdale Air Force Base,LA,CONUS,AGSC,8 AF,2 BOMB WING,2 MISSION SUPPORT GROUP,HQ
Barksdale Air Force Base,LA,CONUS,AGSC,8 AF,2 BOMB WING,2 OPERATIONS GROUP,HQ
Barksdale Air Force Base,LA,CONUS,AGSC,8 AF,2 BOMB WING,HQ,HQ
Ellsworth Air Force Base,SD,CONUS,AGSC,8 AF,28 BOMB WING,28 MAINTENANCE GROUP,HQ
Ellsworth Air Force Base,SD,CONUS,AGSC,8 AF,28 BOMB WING,28 MEDICAL GROUP,HQ
Ellsworth Air Force Base,SD,CONUS,AGSC,8 AF,28 BOMB WING,28 MISSION SUPPORT GROUP,HQ
Ellsworth Air Force Base,SD,CONUS,AGSC,8 AF,28 BOMB WING,28 OPERATIONS GROUP,HQ
Ellsworth Air Force Base,SD,CONUS,AGSC,8 AF,28 BOMB WING,HQ,HQ
Minot Air Force Base,ND,CONUS,AGSC,8 AF,5 BOMB WING,5 MAINTENANCE GROUP,HQ
Minot Air Force Base,ND,CONUS,AGSC,8 AF,5 BOMB WING,5 MEDICAL GROUP,HQ
Minot Air Force Base,ND,CONUS,AGSC,8 AF,5 BOMB WING,5 MISSION SUPPORT GROUP,HQ
Minot Air Force Base,ND,CONUS,AGSC,8 AF,5 BOMB WING,5 OPERATIONS GROUP,HQ
Minot Air Force Base,ND,CONUS,AGSC,8 AF,5 BOMB WING,HQ,HQ
Whiteman Air Force Base,MO,CONUS,AGSC,8 AF,509 BOMB WING,509 MAINTENANCE GROUP,HQ
Whiteman Air Force Base,MO,CONUS,AGSC,8 AF,509 BOMB WING,509 MEDICAL GROUP,HQ
Whiteman Air Force Base,MO,CONUS,AGSC,8 AF,509 BOMB WING,509 MISSION SUPPORT GROUP,HQ
Whiteman Air Force Base,MO,CONUS,AGSC,8 AF,509 BOMB WING,509 OPERATIONS GROUP,HQ
Whiteman Air Force Base,MO,CONUS,AGSC,8 AF,509 BOMB WING,HQ,HQ
Dyess Air Force Base,TX,CONUS,AGSC,8 AF,7 BOMB WING,7 MAINTENANCE GROUP,HQ
Dyess Air Force Base,TX,CONUS,AGSC,8 AF,7 BOMB WING,7 MEDICAL GROUP,HQ
Dyess Air Force Base,TX,CONUS,AGSC,8 AF,7 BOMB WING,7 MISSION SUPPORT GROUP,HQ
Dyess Air Force Base,TX,CONUS,AGSC,8 AF,7 BOMB WING,7 OPERATIONS GROUP,HQ
Dyess Air Force Base,TX,CONUS,AGSC,8 AF,7 BOMB WING,HQ,HQ
Offutt Air Force Base,NE,CONUS,AGSC,8 AF,8 AF,595 COMMAND-CONTROL GROUP,HQ
Barksdale Air Force Base,LA,CONUS,AGSC,8 AF,8 AF,HQ,HQ
Joint Base Langley Eustis,VA,CONUS,ACC,9 AF,1 FIGHTER WING,1 MAINTENANCE GROUP,1 AIRCRAFT MAINT SQUADRON
Joint Base Langley Eustis,VA,CONUS,ACC,9 AF,1 FIGHTER WING,1 MAINTENANCE GROUP,1 MAINTENANCE SQUADRON
Joint Base Langley Eustis,VA,CONUS,ACC,9 AF,1 FIGHTER WING,1 OPERATIONS GROUP,1 OPERATIONS SUPPORT SQUADRON
Fort Eustis,VA,CONUS,ACC,9 AF,1 FIGHTER WING,1 OPERATIONS GROUP,1 OPERATIONS SUPPORT SQUADRON (OL A)
Fort Riley,KS,CONUS,ACC,9 AF,93 AIR GROUND OPS WING,3 AIR SUPT OPNS GROUP,10 AIR SUPT OPNS SQUADRON
Robins Air Force Base,GA,CONUS,ACC,9 AF,461 AIR CONTROL WING,461 OPERATIONS GROUP,12 ABN CMD CONTROL SQUADRON
Fort Carson,CO,CONUS,ACC,9 AF,93 AIR GROUND OPS WING,3 AIR SUPT OPNS GROUP,13 AIR SUPT OPNS SQUADRON
Pope Air Force Base,NC,CONUS,ACC,9 AF,93 AIR GROUND OPS WING,18 AIR SUPT OPNS GROUP,14 AIR SUPT OPNS SQUADRON
Fort Stewart,GA,CONUS,ACC,9 AF,93 AIR GROUND OPS WING,18 AIR SUPT OPNS GROUP,15 AIR SUPT OPNS SQUADRON
Fort Benning,GA,CONUS,ACC,9 AF,93 AIR GROUND OPS WING,18 AIR SUPT OPNS GROUP,15 AIR SUPT OPNS SQUADRON (DET 1)
Robins Air Force Base,GA,CONUS,ACC,9 AF,461 AIR CONTROL WING,461 OPERATIONS GROUP,16 ABN CMD CONTROL SQUADRON
Fort Bragg,NC,CONUS,ACC,9 AF,93 AIR GROUND OPS WING,18 AIR SUPT OPNS GROUP,18 WEATHER SQUADRON
Fort Benning,NY,CONUS,ACC,9 AF,93 AIR GROUND OPS WING,18 AIR SUPT OPNS GROUP,18 WEATHER SQUADRON (DET 100)
Fort Polk,LA,CONUS,ACC,9 AF,93 AIR GROUND OPS WING,18 AIR SUPT OPNS GROUP,18 WEATHER SQUADRON (DET 2)
Fort Stewart,GA,CONUS,ACC,9 AF,93 AIR GROUND OPS WING,18 AIR SUPT OPNS GROUP,18 WEATHER SQUADRON (DET 300)
Fort Campbell,KY,CONUS,ACC,9 AF,93 AIR GROUND OPS WING,18 AIR SUPT OPNS GROUP,18 WEATHER SQUADRON (DET 4)
Fort Benning,GA,CONUS,ACC,9 AF,93 AIR GROUND OPS WING,18 AIR SUPT OPNS GROUP,18 WEATHER SQUADRON (DET 5)
HUNTER AAF,GA,CONUS,ACC,9 AF,93 AIR GROUND OPS WING,18 AIR SUPT OPNS GROUP,18 WEATHER SQUADRON (OL 3A)
Shaw Air Force Base,SC,CONUS,ACC,9 AF,93 AIR GROUND OPS WING,18 AIR SUPT OPNS GROUP,18 WEATHER SQUADRON (OL A)
Fort Belvoir,VA,CONUS,ACC,9 AF,93 AIR GROUND OPS WING,18 AIR SUPT OPNS GROUP,18 WEATHER SQUADRON (OL B)
Fort Rucker,AL,CONUS,ACC,9 AF,93 AIR GROUND OPS WING,18 AIR SUPT OPNS GROUP,18 WEATHER SQUADRON (OL C)
Fort Campbell,KY,CONUS,ACC,9 AF,93 AIR GROUND OPS WING,18 AIR SUPT OPNS GROUP,19 AIR SUPT OPNS SQUADRON
Eglin Air Force Base,FL,CONUS,ACC,9 AF,325 FIGHTER WING,325 OPERATIONS GROUP,2 FIGHTER TRNG SQUADRON
Tyndall Air Force Base,FL,CONUS,ACC,9 AF,325 FIGHTER WING,325 OPERATIONS GROUP,2 FIGHTER TRNG SQUADRON
Fort Drum,NY,CONUS,ACC,9 AF,93 AIR GROUND OPS WING,18 AIR SUPT OPNS GROUP,20 AIR SUPT OPNS SQUADRON
Fort POLK AIN,LA,CONUS,ACC,9 AF,93 AIR GROUND OPS WING,18 AIR SUPT OPNS GROUP,20 AIR SUPT OPNS SQUADRON (DET 1)
Shaw Air Force Base,SC,CONUS,ACC,9 AF,20 FIGHTER WING,20 MAINTENANCE GROUP,20 AIRCRAFT MAINT SQUADRON
Shaw Air Force Base,SC,CONUS,ACC,9 AF,20 FIGHTER WING,20 MISSION SUPPORT GROUP,20 CES
Shaw Air Force Base,SC,CONUS,ACC,9 AF,20 FIGHTER WING,20 MISSION SUPPORT GROUP,20 COMMUNICATIONS SQUADRON
Shaw Air Force Base,SC,CONUS,ACC,9 AF,20 FIGHTER WING,20 MAINTENANCE GROUP,20 COMPONENT MAINT SQUADRON
Shaw Air Force Base,SC,CONUS,ACC,9 AF,20 FIGHTER WING,HQ,20 COMPTROLLER SQUADRON
Shaw Air Force Base,SC,CONUS,ACC,9 AF,20 FIGHTER WING,20 MISSION SUPPORT GROUP,20 CONTRACTING SQUADRON
Shaw Air Force Base,SC,CONUS,ACC,9 AF,20 FIGHTER WING,20 MEDICAL GROUP,20 DENTAL SQUADRON
Shaw Air Force Base,SC,CONUS,ACC,9 AF,20 FIGHTER WING,20 MAINTENANCE GROUP,20 EQUIPMENT MAINT SQUADRON
Shaw Air Force Base,SC,CONUS,ACC,9 AF,20 FIGHTER WING,20 MISSION SUPPORT GROUP,20 FORCE SUPPORT SQUADRON
Shaw Air Force Base,SC,CONUS,ACC,9 AF,20 FIGHTER WING,20 MEDICAL GROUP,20 HEALTHCARE OPS SQUADRON
Shaw Air Force Base,SC,CONUS,ACC,9 AF,20 FIGHTER WING,20 MISSION SUPPORT GROUP,20 LOGISTICS READINES SQUADRON
